cell_id,centroid_lat,centroid_lon,grid_area_km2,d0_land,d1_feasible,d1_exclusion_reason,open_water_flag,protected_land_flag,regulatory_floodway_flag,mean_slope_deg,urban_context,developed_context,grand_region,sampling_stratum,dist_transmission_any_km,dist_transmission_100kv_km,dist_transmission_230kv_km,max_voltage_within_25km_kv,transmission_owner_count_25km,dist_major_road_km,dist_interstate_km,dist_surface_water_flowline_km,named_flowlines_within_25km,degree_institutions_50km,cip11_completions_50km,cip14_completions_50km,degree_institutions_100km,cip11_completions_100km,cip14_completions_100km,county_total_employment,county_total_establishments,county_total_employment_flag,information_sector_employment,information_sector_establishments,information_sector_employment_flag,professional_scientific_employment,professional_scientific_establishments,professional_scientific_employment_flag,county_geoid,county_name,county_assignment_method,grid_resolution_km,slope_excluded_frac,permanent_open_water_frac,protected_gap12_frac,regulatory_floodway_frac,military_land_frac,hard_exclusion_union_frac,available_area_km2,largest_available_component_km2,available_fraction,d1_status,d1_feasible_v2,d1_exclusion_reasons,d1_feasible_v1,domain_rule_version,slope_threshold_pct,minimum_available_component_km2,military_land_flag,flood_mapping_coverage_status,final_raw_score,final_score,rank_within_batch,score_p05,score_p95,score_iqr,grid_regime,regime_distance,novelty_flag,model_version,selected_specification,phase2_sha256,scored_at_utc,d1_eligibility,exclusion_context,engineering_check_status,d1_relative_percentile,statewide_rank,review_band
TN5K-0001,35.0122769536,-90.27834633170001,11.6737194717,1,1,,1,1,0,0.2175544871,metro_50km,metro_proxy,west,west|metro_50km,7.40363642,7.40363642,9.605344023600001,500,3,13.8718505872,20.1446289762,0.410355008,888,27,956,286,35,1201,540,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.01923076923076923,0.3269230769230769,0,0,0.3461538461538461,4.25,3.9375,0.6538461538461539,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.10228594942,22.0223183785,2991,17.8011842405,28.582327488,5.16397176042,R1,4.61822125383,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,22.0223183785,2991,Lower empirical affinity
TN5K-0002,35.0302678764,-90.27428044049999,6.7446810473,1,1,,1,1,0,0.2211253883,metro_50km,metro_proxy,west,west|metro_50km,6.1241557768,6.1241557768,7.8316380054,500,3,13.9335024495,19.0627183358,0.5138770275,893,28,956,286,34,1151,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.02298850574712644,0.1800766283524904,0,0,0.2030651340996169,13,12.9375,0.7969348659003832,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.96132374011,26.3493509451,2820,21.2901389205,34.1197904805,5.71054429515,R1,4.55303239378,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,26.3493509451,2820,Lower empirical affinity
TN5K-0003,35.0118305332,-90.2242035842,9.9110404904,1,1,,1,1,0,0.1815462276,metro_50km,metro_proxy,west,west|metro_50km,6.9485830185,6.9485830185,7.5355538936,500,3,9.006454829500001,15.789975135,0.1010660873,1003,29,1103,296,34,1173,481,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.1311475409836066,0.01639344262295082,0,0,0.1475409836065574,6.5,5.375,0.8524590163934427,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-4.02359392902,24.6868594853,2884,21.3698474152,31.1170576179,4.32133910271,R1,4.59640477033,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,24.6868594853,2884,Lower empirical affinity
TN5K-0004,35.0290354348,-90.2165066111,6.7826845848,1,1,,1,1,0,0.3627661549,metro_50km,metro_proxy,west,west|metro_50km,5.312436213,5.312436213,5.8167839729,500,3,8.9549811659,14.2505611617,0.4434933584,1033,27,956,286,35,1201,540,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,nearest_county_boundary,5,0,0.0119047619047619,0.3511904761904762,0,0,0.3630952380952381,6.6875,5.6875,0.6369047619047619,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.64088182207,37.3035754953,2392,33.5128672284,44.8918241858,5.27784103849,R1,4.38681082689,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,37.3035754953,2392,Lower empirical affinity
TN5K-0005,35.3906554251,-90.17066008,1.0281670793,1,1,,1,0,0,0.1884076868,metro_50km,metro_proxy,west,west|metro_50km,7.9852638203,7.9852638203,24.7299219203,500,2,15.4861832487,26.245530527,1.1956166559,1257,26,956,286,35,1164,355,10691,777,G,23,8,H,137,33,G,47167,Tipton County,point_in_county,5,0,0.1012658227848101,0,0,0,0.1012658227848101,4.4375,4.4375,0.8987341772151899,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-5.31424934841,1.41197904805,3827,0.913231610112,2.47210202687,0.592120245958,R2,3.12128046195,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,1.41197904805,3827,Lower empirical affinity
TN5K-0006,35.0110905555,-90.1692092206,7.6878029863,1,1,,1,1,0,0.1753792895,metro_50km,metro_proxy,west,west|metro_50km,3.2066160337,3.2066160337,3.2066160337,500,3,4.2095704893,11.8155566796,0.0185969586,1085,28,1103,296,33,1173,481,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.04712041884816754,0,0,0,0.04712041884816754,11.375,11.375,0.9528795811518325,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.23553970888,52.5848326122,1804,48.9535413345,58.4388521977,5.86426782054,R1,4.40701780344,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,52.5848326122,1804,Watchlist
TN5K-0007,35.0402105133,-90.1656339626,24.9740964218,1,1,,1,1,0,0.1338094102,metro_50km,metro_proxy,west,west|metro_50km,1.1841780215,1.1841780215,1.5533032947,500,3,6.1310615145,9.589855174,0.7979799109,1100,28,1103,296,35,1203,481,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.01461988304093567,0.131578947368421,0,0,0.1461988304093567,18.25,17.875,0.8538011695906433,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.6469734018,72.2842177181,1032,68.7189706217,78.7178319289,4.57185151446,R1,4.29543935929,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,72.2842177181,1032,Watchlist
TN5K-0008,35.0833080436,-90.1579005465,20.7417731642,1,1,,1,1,0,0.3719993962,metro_50km,metro_proxy,west,west|metro_50km,0.6757617807,0.6757617807,0.8376166366,500,3,7.3886637574,7.3886637574,0.194042589,1100,27,956,286,36,1231,540,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.1276595744680851,0.2468085106382979,0,0.01276595744680851,0.3872340425531915,9,7.25,0.6127659574468085,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,1,TN_DFIRM_statewide_service; floodway_only,-2.94386098839,62.7419722159,1401,59.584377135,68.4092461854,5.89273514006,R1,4.37233428205,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,62.7419722159,1401,Watchlist
TN5K-0009,35.1165989925,-90.1486316828,7.141412481,1,1,,1,1,0,0.1772968695,metro_50km,metro_proxy,west,west|metro_50km,2.6490008194,2.6490008194,2.6490008194,500,3,6.6628969154,6.6628969154,1.1255235667,1167,27,956,286,34,1181,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0,0.7079646017699115,0,0,0.7079646017699115,4.125,4.125,0.2920353982300885,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.64379987391,72.3297654293,1031,67.3035754953,77.6292416306,4.90776588476,R1,4.36294342396,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,72.3297654293,1031,Watchlist
TN5K-0010,35.2759835077,-90.1391671283,7.8497941931,1,1,,1,0,0,0.09127662,metro_50km,metro_proxy,west,west|metro_50km,7.4722891877,10.5241373898,18.107483038,500,2,11.4868065009,14.6274897176,0.7516576678,1290,27,956,286,35,1181,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.02162162162162162,0,0,0,0.02162162162162162,11.3125,11.3125,0.9783783783783784,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.92206753122,27.9207469825,2761,23.525392849,36.2685037577,5.26645411068,R1,3.75780229225,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,27.9207469825,2761,Lower empirical affinity
TN5K-0011,35.3027344875,-90.13340817780001,12.4929386403,1,1,,1,0,0,0.07054353770000001,metro_50km,metro_proxy,west,west|metro_50km,7.673099898,12.0994009152,21.1207292733,500,2,10.41744223,16.3562859982,1.4447752231,1319,27,956,286,35,1181,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,nearest_county_boundary,5,0,0,0,0,0,0,8.125,8.125,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.5878370982,39.2621270781,2315,34.2814848554,48.7371897062,7.21361876566,R1,3.92158460782,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,39.2621270781,2315,Lower empirical affinity
TN5K-0012,35.4011674522,-90.13688644609999,18.2743257185,1,1,,1,0,0,0.1297800611,metro_50km,metro_proxy,west,west|metro_50km,9.703532429299999,9.703532429299999,21.482542784,500,2,13.4006879995,25.7990006136,0.8886612899,1294,26,956,286,36,1176,355,10691,777,G,23,8,H,137,33,G,47167,Tipton County,nearest_county_boundary,5,0,0.07482993197278912,0,0,0,0.07482993197278912,8.5,8.1875,0.9251700680272109,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-5.516349466,0.751537235254,3853,0.406513322706,1.2320655887,0.438396720565,R2,3.0710279934,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,0.751537235254,3853,Lower empirical affinity
TN5K-0013,35.4370141039,-90.1229252632,12.6649190532,1,1,,1,0,0,0.0906036544,metro_50km,metro_proxy,west,west|metro_50km,8.0808578641,8.0808578641,18.55940629,500,2,15.1708692327,29.0083794549,0.2193487822,1257,25,956,286,36,1176,355,10691,777,G,23,8,H,137,33,G,47167,Tipton County,point_in_county,5,0,0.02912621359223301,0,0,0,0.02912621359223301,6.25,6.25,0.970873786407767,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-5.95558905374,0.113869278069,3875,0.0227738556138,0.235709405602,0.113869278069,R2,3.16852471912,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,0.113869278069,3875,Lower empirical affinity
TN5K-0014,35.4679776477,-90.11005258740001,1.122733691,1,1,,0,0,0,0.0517336074,metro_50km,metro_proxy,west,west|metro_50km,6.7718646437,6.7718646437,16.3200509842,500,2,16.163833428,31.9429445412,0.0520267164,1203,25,956,286,36,1176,355,10691,777,G,23,8,H,137,33,G,47167,Tipton County,point_in_county,5,0,0,0,0,0,0,7.5,7.5,1,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-6.08025560531,0.0455477112275,3878,0.0227738556138,0.0762924163061,0.0227738556138,R2,3.28196219168,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,0.0455477112275,3878,Lower empirical affinity
TN5K-0015,35.0103283124,-90.114459137,5.4645654821,1,1,,1,0,0,0.4560664859,metro_50km,metro_proxy,west,west|metro_50km,0.4476042032,0.4476042032,1.6779395852,500,3,0.8575285321,8.916781541700001,0.8715296753,1144,28,1103,296,33,1173,481,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.1488095238095238,0,0,0,0.1488095238095238,8.9375,8.875,0.8511904761904762,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-1.17702820584,96.993851059,105,96.5087679344,97.7977681621,0.569346390344,R1,4.34975299111,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,96.993851059,105,Priority 1
TN5K-0016,35.0374789952,-90.11049942379999,25,1,1,,1,0,1,0.5624827854,metro_50km,metro_proxy,west,west|metro_50km,0.721860798,0.721860798,2.0163239472,500,3,2.770564605,6.1127995081,0.3111953106,1159,28,1103,296,34,1203,481,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.002688172043010753,0,0.008064516129032258,0,0.01075268817204301,23,23,0.989247311827957,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.03414812838,87.4060578456,451,85.1799134593,89.091323161,2.34001366431,R1,4.33260038106,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,87.4060578456,451,Priority 2
TN5K-0017,35.0820790276,-90.1070746803,25,1,1,,1,1,1,0.6661477536,metro_50km,metro_proxy,west,west|metro_50km,1.1700718211,1.1700718211,4.8490642507,500,3,2.811535212,2.811535212,0.9120591394000001,1170,27,956,286,35,1231,540,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.1671826625386997,0.1021671826625387,0.01238390092879257,0,0.2817337461300309,14.5,8.375,0.7182662538699691,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-1.45318848613,94.8531086313,180,94.1562286495,96.381234343,1.52015486222,R1,4.34354471137,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,94.8531086313,180,Priority 1
TN5K-0018,35.1188612799,-90.10254273450001,16.1334041495,1,1,,1,1,0,0.4115919032,metro_50km,metro_proxy,west,west|metro_50km,1.4649188425,1.4649188425,6.4568140572,500,3,2.5671373628,2.5671373628,0.242090476,1164,27,956,286,35,1231,540,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.08695652173913043,0.4830917874396135,0,0,0.5700483091787439,5.5625,5.4375,0.4299516908212561,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-1.74527519374,91.4598041448,303,90.2539284901,92.9218856752,0.928034616261,R1,4.32263074091,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,91.4598041448,303,Priority 1
TN5K-0019,35.1771756464,-90.0890075587,12.2044128901,1,1,,1,1,0,0.1455448593,metro_50km,metro_proxy,west,west|metro_50km,4.4980866989,5.7519683593,11.114367188,500,3,3.3578396588,3.3578396588,2.3931908481,1214,27,956,286,34,1181,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.1118421052631579,0.2236842105263158,0,0,0.3289473684210527,6.375,6.1875,0.6710526315789473,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-1.56444031407,93.6233204281,223,92.0006832157,96.5156000911,2.19198360282,R1,4.83431631503,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,93.6233204281,223,Priority 1
TN5K-0020,35.2136200732,-90.0870884359,15.8229896212,1,1,,1,1,0,0.2279543227,metro_50km,metro_proxy,west,west|metro_50km,2.7608733724,6.6277397313,14.012771009,500,3,4.9678539343,6.9157186364,1.4367867034,1233,27,956,286,34,1181,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,nearest_county_boundary,5,0,0,0.06086956521739131,0,0,0.06086956521739131,6.75,6.5,0.9391304347826087,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-2.09603676017,86.0168526532,503,83.4308813482,89.1835572762,2.94921430198,R1,4.46085862845,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,86.0168526532,503,Priority 2
TN5K-0021,35.2632337484,-90.0902619493,20.9777157183,1,1,,1,1,0,0.2618507251,metro_50km,metro_proxy,west,west|metro_50km,2.884904863,8.7065558413,18.4072040137,500,2,7.3993995623,10.4759505519,0.6363731733,1265,27,956,286,35,1181,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.003401360544217687,0.5238095238095238,0,0,0.5272108843537415,8.6875,8.125,0.4727891156462585,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.08542114828,58.0277841038,1587,53.6905033022,63.5174219995,4.78250967889,R1,3.50426802049,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,58.0277841038,1587,Watchlist
TN5K-0022,35.3050488199,-90.0898911213,25,1,1,,1,1,0,0.2335742907,metro_50km,metro_proxy,west,west|metro_50km,4.5728979516,10.6863010203,22.6081824534,500,2,6.4602087071,14.3336676892,0.721277245,1264,27,956,286,35,1181,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.02476780185758514,0.4922600619195047,0,0,0.5139318885448917,9.8125,7.75,0.4860681114551083,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.22639323033,52.9947620132,1789,48.6153495787,59.7164654976,5.16966522432,R1,3.62494861326,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,52.9947620132,1789,Watchlist
TN5K-0023,35.3475566071,-90.08343549689999,21.6316888193,1,1,,1,1,0,0.1914651673,metro_50km,metro_proxy,west,west|metro_50km,8.500776311899999,12.4738563191,21.4375363963,500,2,6.3878981159,18.4397899715,0.3928389828,1273,27,956,286,35,1176,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0,0.8235294117647058,0,0,0.8235294117647058,2.625,2.125,0.1764705882352942,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-3.80294597516,31.9289455705,2604,27.6918697335,36.9984058301,4.20177636074,R1,3.83297413485,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,31.9289455705,2604,Lower empirical affinity
TN5K-0024,35.3953020235,-90.0829813778,19.8145719574,1,1,,1,1,0,0.2103954583,metro_50km,metro_proxy,west,west|metro_50km,13.5673947256,13.8585934266,17.8008398735,500,2,9.2955493678,23.5030137474,1.2530990539,1271,27,956,286,35,1176,355,10691,777,G,23,8,H,137,33,G,47167,Tipton County,point_in_county,5,0,0,0.1298076923076923,0,0,0.1298076923076923,11.3125,11,0.8701923076923077,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-5.30164582417,1.52584832612,3822,0.739011614666,2.52562058757,0.677522204509,R2,3.26995725113,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,1.52584832612,3822,Lower empirical affinity
TN5K-0025,35.4343002977,-90.0945209814,10.1676945989,1,1,,1,0,0,0.1404610349,metro_50km,metro_proxy,west,west|metro_50km,10.2383307009,10.2383307009,16.3685002714,500,2,13.4077400731,27.9618001895,0.2905532919,1250,25,956,286,35,1176,355,10691,777,G,23,8,H,137,33,G,47167,Tipton County,point_in_county,5,0,0.02989130434782609,0,0,0,0.02989130434782609,22.3125,22.3125,0.9701086956521739,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-5.96057307263,0.113869278069,3875,0.0227738556138,0.235709405602,0.119562741972,R2,3.18580043354,false,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,0.113869278069,3875,Lower empirical affinity
TN5K-0026,35.0095514749,-90.06045380339999,3.2413279779,1,1,,0,0,0,0.2894346648,metro_50km,metro_proxy,west,west|metro_50km,0.8642028977,0.8642028977,1.7605873038,500,3,1.264770106,5.2544019953,0.9547272245,1141,28,1103,296,34,1203,481,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.006711409395973154,0,0,0,0.006711409395973154,9.25,9.25,0.9932885906040269,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-1.29536384236,96.401730813,126,95.5704850831,97.2477795491,0.51241175131,R1,4.38107497032,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,96.401730813,126,Priority 1
TN5K-0027,35.0346984381,-90.05534242669999,25,1,1,,0,1,1,0.4027255277,metro_50km,metro_proxy,west,west|metro_50km,1.6842098118,1.6842098118,4.1873619001,500,3,1.364290196,4.3200849025,0.8368190953,1162,28,1103,296,34,1203,481,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0,0.03682719546742209,0.0113314447592068,0,0.0453257790368272,21.0625,21.0625,0.9546742209631728,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-1.39853905456,95.5363242997,157,94.5319972671,96.6089728991,1.17854702801,R1,4.28098431633,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,95.5363242997,157,Priority 1
TN5K-0028,35.0792969785,-90.0518857763,25,1,1,,1,0,1,0.3781550212,metro_50km,metro_proxy,west,west|metro_50km,0.4247573853,0.4247573853,8.426153919000001,500,3,0.1345512479,0.1345512479,0.6433404229,1185,27,956,286,34,1203,481,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.002631578947368421,0,0.07631578947368421,0,0.07631578947368421,21.9375,21.9375,0.9236842105263158,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,0.324770977354,100,1,99.9089045775,100,0.0569346390344,R1,4.50651192164,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,100,1,Priority 1
TN5K-0029,35.1236634516,-90.0480882632,24.6507627284,1,1,,1,0,0,0.4918375202,metro_50km,metro_proxy,west,west|metro_50km,1.5979291244,1.5979291244,11.3699958927,500,3,0.0827248587,1.6767165909,2.342057275,1226,27,956,286,35,1231,540,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.002680965147453083,0,0,0,0.002680965147453083,23.25,23.25,0.9973190348525469,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,0.280540416558,99.9544522888,3,99.8849920292,100,0.091095422455,R1,4.77512839955,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,99.9544522888,3,Priority 1
TN5K-0030,35.1684879039,-90.0449604176,25,1,1,,1,1,1,0.3361645076,metro_50km,metro_proxy,west,west|metro_50km,1.1942042582,2.1678967345,13.6509284883,500,3,0.5955421392,1.7374621935,1.5499968651,1280,27,956,286,34,1181,355,446048,19359,G,4823,318,G,20108,1599,G,47157,Shelby County,point_in_county,5,0,0.02702702702702703,0.02702702702702703,0.02432432432432433,0,0.07297297297297298,21.4375,21.4375,0.927027027027027,eligible,1,,1,D1_v2_IM3_adapted_2026-09-13,16,0.1,0,TN_DFIRM_statewide_service; floodway_only,-0.176315293116,99.6356183102,12,99.6048736051,99.8417217035,0.210658164427,R1,4.45978573035,true,TN-DC-1.0.0,pls_logistic,112d6db67d7f4f9e74fa8edde3406937e1f8eb7145e9bc04a64e7030cf1d3e03,2026-09-17T19:05:46Z,eligible,,not_assessed_phase4c,99.6356183102,12,Priority 1
