feature_cluster,dist_transmission_any_km,dist_transmission_100kv_km,dist_transmission_230kv_km,max_voltage_within_25km_kv,transmission_owner_count_25km,dist_major_road_km,dist_interstate_km,dist_surface_water_flowline_km,named_flowlines_within_25km,degree_institutions_50km,cip11_completions_50km,cip14_completions_50km,degree_institutions_100km,cip11_completions_100km,cip14_completions_100km,county_total_employment,county_total_establishments,information_sector_employment,information_sector_establishments,professional_scientific_employment,professional_scientific_establishments
F1,0.5346309426714315,0.25721103781175747,0.1462245029014681,0.0,0.0,0.26789281538188814,0.9108294852922487,-0.18158477100348047,-0.1315474515330694,-1.1282680967413898,-1.2907162787500688,-2.693976123776736,-0.3725086022995912,-0.7139398748642958,-0.050405885294757174,-1.2640786095431138,-1.1174319383793603,-1.3582957931704631,-1.1380604076119547,-1.3071415655207796,-1.261048688582866
F2,-0.13102380579980577,-0.051139450324931654,-0.09242182921018052,0.0,0.0,-0.013729571035000372,-0.24795462526963488,0.03461054694849433,0.3015947181964132,0.058992622045580714,0.0,0.08845380941494738,0.04343095646149075,0.007397633332147037,0.0,0.3682216785584376,0.3347929439715438,0.0005187119019764906,0.12911471511057426,0.15497452214398472,0.08302936078702798
