feature_cluster,n,candidates,confirmed,counties,median_total_employment,median_interstate_km,median_transmission_km
F1,20,3,16,14,14575.0,11.664869020196752,1.3623357534489138
F2,55,11,44,9,446048.0,1.7486306681580843,0.3825056426327811
